"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
asc_31,asc,,checkbox,"Which of the following methods did you use to connect with  FRIENDS,  WITHOUT seeing them in person? Check all that apply.","1, Messaging/texting - conversations between two people or a closed group of people, primarily words and emojis, some pictures | 2, Voice-only calls | 3, Video calls (e.g., through Facetime, Google Duo, Skype, Zoom, social media) | 4, Posting on social media (e.g., written posts, pictures or selfies, videos, apps to share songs/art/etc.) | 5, Liking or responding to posts they made | 6, Playing online games with them | 7, Other",,,,,,,,,,,,
asc_31_other,asc,,text,"Other (please describe):",,,,,,,"[asc_31(7)] = '1'",,,,,,
asc_32,asc,,radio,"Which of the following methods did you use the MOST to connect with FRIENDS,  WITHOUT seeing them in person?","1, Messaging/texting - conversations between two people or a closed group of people, primarily words and emojis, some pictures | 2, Voice-only calls | 3, Video calls (e.g., through Facetime, Google Duo, Skype, Zoom, social media) | 4, Posting on social media (e.g., written posts, pictures or selfies, videos, apps to share songs/art/etc.) | 5, Liking or responding to posts they made | 6, Playing online games with them | 7, Other",,,,,,,,,,,,
asc_32_other,asc,,text,"Other (please describe):",,,,,,,"[asc_32] = '7'",,,,,,
asc_33,asc,,radio,"<div class=""rich-text-field-label""><p>How socially connected did this make you feel?</p></div>","1, Very socially disconnected | 2, Moderately socially disconnected | 3, Slightly socially disconnected | 4, Neutral | 5, Slightly socially connected | 6, Moderately socially connected | 7, Very socially connected",,,,,,,,,,,,
asc_34,asc,,radio,"Connect with other peers your age (ACQUAINTANCES from online or real life), WITHOUT seeing them in person?","0, Never | 1, Once | 2, Twice (about once a week) | 3, Several times a week | 4, About once a day | 5, Multiple times a day | 6, Almost constantly",,,,,,,,,,,,
asc_35,asc,,checkbox,"Which of the following methods did you use to connect with ACQUAINTANCES, WITHOUT seeing them in person? Check all that apply.","1, Messaging/texting - conversations between two people or a closed group of people, primarily words and emojis, some pictures | 2, Voice-only calls | 3, Video calls (e.g., through Facetime, Google Duo, Skype, Zoom, social media) | 4, Posting on social media (e.g., written posts, pictures or selfies, videos, apps to share songs/art/etc.) | 5, Liking or responding to posts they made | 6, Playing online games with them | 7, Other",,,,,,,,,,,,
asc_35_other,asc,,text,"Other (please describe):",,,,,,,"[asc_35(7)] = '1'",,,,,,
asc_36,asc,,radio,"Which of the following methods did you use the MOST to connect with ACQUAINTANCES, WITHOUT seeing them in person? ","1, Messaging/texting - conversations between two people or a closed group of people, primarily words and emojis, some pictures | 2, Voice-only calls | 3, Video calls (e.g., through Facetime, Google Duo, Skype, Zoom, social media) | 4, Posting on social media (e.g., written posts, pictures or selfies, videos, apps to share songs/art/etc.) | 5, Liking or responding to posts they made | 6, Playing online games with them | 7, Other",,,,,,,,,,,,
asc_36_other,asc,,text,"Other (please describe):",,,,,,,"[asc_36] = '7'",,,,,,
asc_37,asc,,radio,"<div class=""rich-text-field-label""><p>How socially connected did this make you feel?</p></div>","1, Very socially disconnected | 2, Moderately socially disconnected | 3, Slightly socially disconnected | 4, Neutral | 5, Slightly socially connected | 6, Moderately socially connected | 7, Very socially connected",,,,,,,,,,,,
asc_38,asc,,radio,"Connect with FAMILY MEMBERS that DO NOT live in your house, WITHOUT seeing them in person?","0, Never | 1, Once | 2, Twice (about once a week) | 3, Several times a week | 4, About once a day | 5, Multiple times a day | 6, Almost constantly",,,,,,,,,,,,
asc_39,asc,,checkbox,"Which of the following methods did you use to connect with FAMILY MEMBERS that DO NOT live in your house, WITHOUT seeing them in person? Check all that apply.","1, Messaging/texting - conversations between two people or a closed group of people, primarily words and emojis, some pictures | 2, Voice-only calls | 3, Video calls (e.g., through Facetime, Google Duo, Skype, Zoom, social media) | 4, Posting on social media (e.g., written posts, pictures or selfies, videos, apps to share songs/art/etc.) | 5, Liking or responding to posts they made | 6, Playing online games with them | 7, Other",,,,,,,,,,,,
asc_39_other,asc,,text,"Other (please describe):",,,,,,,"[asc_39(7)] = '1'",,,,,,
asc_40,asc,,radio,"Which of the following methods did you use the MOST to connect with FAMILY MEMBERS that DO NOT live in your house,  WITHOUT seeing them in person?","1, Messaging/texting - conversations between two people or a closed group of people, primarily words and emojis, some pictures | 2, Voice-only calls | 3, Video calls (e.g., through Facetime, Google Duo, Skype, Zoom, social media) | 4, Posting on social media (e.g., written posts, pictures or selfies, videos, apps to share songs/art/etc.) | 5, Liking or responding to posts they made | 6, Playing online games with them | 7, Other",,,,,,,,,,,,
asc_40_other,asc,,text,"Other (please describe):",,,,,,,"[asc_40] = '7'",,,,,,
asc_41,asc,,radio,"<div class=""rich-text-field-label""><p>How socially connected did this make you feel?</p></div>","1, Very socially disconnected | 2, Moderately socially disconnected | 3, Slightly socially disconnected | 4, Neutral | 5, Slightly socially connected | 6, Moderately socially connected | 7, Very socially connected",,,,,,,,,,,,
asc_42,asc,,radio,"Connect with ROMANTIC INTERESTS/PARTNERS, WITHOUT seeing them in person?","0, Never | 1, Once | 2, Twice (about once a week) | 3, Several times a week | 4, About once a day | 5, Multiple times a day | 6, Almost constantly",,,,,,,,,,,,
asc_43,asc,,checkbox,"Which of the following methods did you use to connect with ROMANTIC INTERESTS/PARTNERS, WITHOUT seeing them in person? Check all that apply.","1, Messaging/texting - conversations between two people or a closed group of people, primarily words and emojis, some pictures | 2, Voice-only calls | 3, Video calls (e.g., through Facetime, Google Duo, Skype, Zoom, social media) | 4, Posting on social media (e.g., written posts, pictures or selfies, videos, apps to share songs/art/etc.) | 5, Liking or responding to posts they made | 6, Playing online games with them | 7, Other",,,,,,,,,,,,
asc_43_other,asc,,text,"Other (please describe):",,,,,,,"[asc_43(7)] = '1'",,,,,,
asc_44,asc,,radio,"Which of the following methods did you use the MOST to connect with ROMANTIC INTERESTS/PARTNERS,  WITHOUT seeing them in person?","1, Messaging/texting - conversations between two people or a closed group of people, primarily words and emojis, some pictures | 2, Voice-only calls | 3, Video calls (e.g., through Facetime, Google Duo, Skype, Zoom, social media) | 4, Posting on social media (e.g., written posts, pictures or selfies, videos, apps to share songs/art/etc.) | 5, Liking or responding to posts they made | 6, Playing online games with them | 7, Other",,,,,,,,,,,,
asc_44_other,asc,,text,"Other (please describe):",,,,,,,"[asc_44] = '7'",,,,,,
asc_45,asc,,radio,"<div class=""rich-text-field-label""><p>How socially connected did this make you feel?</p></div>","1, Very socially disconnected | 2, Moderately socially disconnected | 3, Slightly socially disconnected | 4, Neutral | 5, Slightly socially connected | 6, Moderately socially connected | 7, Very socially connected",,,,,,,,,,,,
asc_46,asc,"Overall, how well do you feel like the following groups are meeting your social needs in the PAST TWO WEEKS?",radio,"Your friends","5, Extremely well | 4, Very well | 3, Moderately | 2, Slightly | 1, Very slightly | 0, Not at all",,,,,,,,,,asc_matrix_2,,
asc_47,asc,,radio,"Other peers your age (acquaintances)","5, Extremely well | 4, Very well | 3, Moderately | 2, Slightly | 1, Very slightly | 0, Not at all",,,,,,,,,,asc_matrix_2,,
asc_48,asc,,radio,"Family members that DON'T live in your house","5, Extremely well | 4, Very well | 3, Moderately | 2, Slightly | 1, Very slightly | 0, Not at all",,,,,,,,,,asc_matrix_2,,
asc_49,asc,,radio,"Romantic interests/partners","5, Extremely well | 4, Very well | 3, Moderately | 2, Slightly | 1, Very slightly | 0, Not at all",,,,,,,,,,asc_matrix_2,,
asc_50,asc,,radio,"People that DO live in your house","5, Extremely well | 4, Very well | 3, Moderately | 2, Slightly | 1, Very slightly | 0, Not at all",,,,,,,,,,asc_matrix_2,,
asc_51,asc,,notes,"In the PAST TWO WEEKS, have you noticed any important aspects to your friendships or relationships that you can no longer engage in and don't have a good substitute for? Please list them in the space provided.",,,,,,,,,,,,,
asc_52,asc,,radio,"In the PAST TWO WEEKS, how often have you taken  physical  risks to meet your social  needs (e.g., sneaking out to see someone in person, being closer than 6 feet to someone who doesn't live in your house)?","0, Never | 1, Once | 2, Twice (about once a week) | 3, Several times a week | 4, About once a day | 5, Multiple times a day | 6, Almost constantly",,,,,,,,,,,,
asc_52_response,asc,,notes,"Please give some examples in the space provided.",,,,,,,"[asc_52] = ""2"" or [asc_52] = ""3"" or [asc_52] = ""4"" or [asc_52] = ""5"" or [asc_52] = ""6"" or [asc_52] = ""7""",,,,,,
asc_53,asc,,radio,"In the PAST TWO WEEKS, how often have you taken  social  risks to meet your  social needs (e.g., sharing personal information to try and make new friends, telling someone you're interested in that you like them)?","0, Never | 1, Once | 2, Twice (about once a week) | 3, Several times a week | 4, About once a day | 5, Multiple times a day | 6, Almost constantly",,,,,,,,,,,,
asc_53_response,asc,,notes,"Please give some examples in the space provided.",,,,,,,"[asc_53] = ""2"" or [asc_53] = ""3"" or [asc_53] = ""4"" or [asc_53] = ""5"" or [asc_53] = ""6"" or [asc_53] = ""7""",,,,,,
asc_54,asc,,radio,"In the PAST TWO WEEKS, how often have you taken physical risks to meet non-social  needs (e.g., taking a run on a crowded trail, going to work at your part-time job, babysitting, picking things up from the grocery store)?","0, Never | 1, Once | 2, Twice (about once a week) | 3, Several times a week | 4, About once a day | 5, Multiple times a day | 6, Almost constantly",,,,,,,,,,,,
asc_54_other,asc,,notes,"Please give some examples in the space provided.",,,,,,,"[asc_54] = ""2"" or [asc_54] = ""3"" or [asc_54] = ""4"" or [asc_54] = ""5"" or [asc_54] = ""6"" or [asc_54] = ""7""",,,,,,
asc_55,asc,,radio,"In the PAST TWO WEEKS, how often have you taken  social  risks to meet  non-social needs (e.g., avoiding seeing a friend or significant other in person so that neither of you would make each other sick, asking for help online because your family needed food or money, calling out a classmate for not following social distancing orders)?","0, Never | 1, Once | 2, Twice (about once a week) | 3, Several times a week | 4, About once a day | 5, Multiple times a day | 6, Almost constantly",,,,,,,,,,,,
asc_55_response,asc,,notes,"Please give some examples in the space provided.",,,,,,,"[asc_55] = ""2"" or [asc_55] = ""3"" or [asc_55] = ""4"" or [asc_55] = ""5"" or [asc_55] = ""6"" or [asc_55] = ""7""",,,,,,
asc_instructions_3,asc,,descriptive,"In the PAST TWO WEEKS...",,,,,,,,,,,,,
asc_56,asc,,radio,"How has the quality of the relationships between you and members of your FAMILY changed?","-1, Much more negative | -2, More negative | -3, Slightly more negative | 0, No change | 1, Slightly more positive | 2, More positive | 3, Much more positive",,,,,,,,,,,,
asc_57,asc,,radio,"How stressful have these changes in FAMILY relationships been for you?","0, Not at all | 1, Very Slightly | 2, Slightly | 3, Moderately | 4, Quite a Bit | 5, Extremely",,,,,,,,,,,,
asc_58,asc,,radio,"How has the quality of your relationships with FRIENDS changed?","-1, Much more negative | -2, More negative | -3, Slightly more negative | 0, No change | 1, Slightly more positive | 2, More positive | 3, Much more positive",,,,,,,,,,,,
asc_59,asc,,radio,"How stressful have these changes in FRIENDSHIPS been for you?","0, Not at all | 1, Very Slightly | 2, Slightly | 3, Moderately | 4, Quite a Bit | 5, Extremely",,,,,,,,,,,,
asc_60,asc,"Think of a typical two-week period before COVID-19 (e.g., in February). In a TYPICAL TWO WEEKS. How OFTEN did you...",radio,"Help others","6, Almost constantly | 5, Multiple times a day | 4, About once a day | 3, Several times a week | 2, Twice (about once a week) | 1, Once | 0, Never",,,,,,,,,,asc_matrix_3,,
asc_61,asc,,radio,"Comfort others","6, Almost constantly | 5, Multiple times a day | 4, About once a day | 3, Several times a week | 2, Twice (about once a week) | 1, Once | 0, Never",,,,,,,,,,asc_matrix_3,,
asc_62,asc,,radio,"Say nice/friendly things to others","6, Almost constantly | 5, Multiple times a day | 4, About once a day | 3, Several times a week | 2, Twice (about once a week) | 1, Once | 0, Never",,,,,,,,,,asc_matrix_3,,
asc_63,asc,,radio,"Volunteer your time or donate money to people in need","6, Almost constantly | 5, Multiple times a day | 4, About once a day | 3, Several times a week | 2, Twice (about once a week) | 1, Once | 0, Never",,,,,,,,,,asc_matrix_3,,
asc_64,asc,"Think of a typical two-week period before COVID-19 (e.g., in February). In a TYPICAL TWO WEEKS. How IMPORTANT was it to you that you...",radio,"Help others","5, Extremely | 4, Quite a Bit | 3, Moderately | 2, Slightly | 1, Very Slightly | 0, Not at all",,,,,,,,,,asc_matrix_4,,
asc_65,asc,,radio,"Comfort others","5, Extremely | 4, Quite a Bit | 3, Moderately | 2, Slightly | 1, Very Slightly | 0, Not at all",,,,,,,,,,asc_matrix_4,,
asc_66,asc,,radio,"Say nice/friendly things to others","5, Extremely | 4, Quite a Bit | 3, Moderately | 2, Slightly | 1, Very Slightly | 0, Not at all",,,,,,,,,,asc_matrix_4,,
asc_67,asc,,radio,"Volunteer your time or donate money to people in need","5, Extremely | 4, Quite a Bit | 3, Moderately | 2, Slightly | 1, Very Slightly | 0, Not at all",,,,,,,,,,asc_matrix_4,,
asc_68,asc,"Think of a typical two-week period before COVID-19 (e.g., in February). In a TYPICAL TWO WEEKS. How EASY was it for you to...",radio,"Help others","7, Very easy | 6, Easy | 5, Moderately easy | 4, Neutral | 3, Slightly hard | 2, Hard | 1, Very hard",,,,,,,,,,asc_matrix_5,,
asc_69,asc,,radio,"Comfort others","7, Very easy | 6, Easy | 5, Moderately easy | 4, Neutral | 3, Slightly hard | 2, Hard | 1, Very hard",,,,,,,,,,asc_matrix_5,,
asc_70,asc,,radio,"Say nice/friendly things to others","7, Very easy | 6, Easy | 5, Moderately easy | 4, Neutral | 3, Slightly hard | 2, Hard | 1, Very hard",,,,,,,,,,asc_matrix_5,,
asc_71,asc,,radio,"Volunteer your time or donate money to people in need","7, Very easy | 6, Easy | 5, Moderately easy | 4, Neutral | 3, Slightly hard | 2, Hard | 1, Very hard",,,,,,,,,,asc_matrix_5,,
asc_72,asc,"In the PAST TWO WEEKS, how OFTEN did you...",radio,"Help others","6, Almost constantly | 5, Multiple times a day | 4, About once a day | 3, Several times a week | 2, Twice (about once a week) | 1, Once | 0, Never",,,,,,,,,,asc_matrix_6,,
asc_73,asc,,radio,"Comfort others","6, Almost constantly | 5, Multiple times a day | 4, About once a day | 3, Several times a week | 2, Twice (about once a week) | 1, Once | 0, Never",,,,,,,,,,asc_matrix_6,,
asc_74,asc,,radio,"Say nice/friendly things to others","6, Almost constantly | 5, Multiple times a day | 4, About once a day | 3, Several times a week | 2, Twice (about once a week) | 1, Once | 0, Never",,,,,,,,,,asc_matrix_6,,
asc_75,asc,,radio,"Volunteer your time or donate money to people in need","6, Almost constantly | 5, Multiple times a day | 4, About once a day | 3, Several times a week | 2, Twice (about once a week) | 1, Once | 0, Never",,,,,,,,,,asc_matrix_6,,
asc_76,asc,"In the PAST TWO WEEKS, how IMPORTANT was it to you that you...",radio,"Help others","5, Extremely important | 4, Important | 3, Moderately important | 2, Slightly | 1, Very slightly | 0, Not at all",,,,,,,,,,asc_matrix_7,,
asc_77,asc,,radio,"Comfort others","5, Extremely important | 4, Important | 3, Moderately important | 2, Slightly | 1, Very slightly | 0, Not at all",,,,,,,,,,asc_matrix_7,,
asc_78,asc,,radio,"Say nice/friendly things to others","5, Extremely important | 4, Important | 3, Moderately important | 2, Slightly | 1, Very slightly | 0, Not at all",,,,,,,,,,asc_matrix_7,,
asc_79,asc,,radio,"Volunteer your time or donate money to people in need","5, Extremely important | 4, Important | 3, Moderately important | 2, Slightly | 1, Very slightly | 0, Not at all",,,,,,,,,,asc_matrix_7,,
asc_80,asc,"In the PAST TWO WEEKS, how EASY was it for you to...",radio,"Help others","7, Very easy | 6, Easy | 5, Moderately easy | 4, Neutral | 3, Slightly hard | 2, Hard | 1, Very hard",,,,,,,,,,asc_matrix_8,,
asc_81,asc,,radio,"Comfort others","7, Very easy | 6, Easy | 5, Moderately easy | 4, Neutral | 3, Slightly hard | 2, Hard | 1, Very hard",,,,,,,,,,asc_matrix_8,,
asc_82,asc,,radio,"Say nice/friendly things to others","7, Very easy | 6, Easy | 5, Moderately easy | 4, Neutral | 3, Slightly hard | 2, Hard | 1, Very hard",,,,,,,,,,asc_matrix_8,,
asc_83,asc,,radio,"Volunteer your time or donate money to people in need","7, Very easy | 6, Easy | 5, Moderately easy | 4, Neutral | 3, Slightly hard | 2, Hard | 1, Very hard",,,,,,,,,,asc_matrix_8,,
asc_instructions_4,asc,,descriptive,"Here are a few different pairs of words. For each pair, please select the point on the scale that most closely matches how you have felt the PAST TWO WEEKS when using social media.",,,,,,,,,,,,,
asc_84,asc,,radio,Included/Excluded,"3, Very included | 2, Included | 1, Slightly included | -1, Slightly excluded | -2, Excluded | -3, Very excluded",,,,,,,,,,,,
asc_85,asc,,radio,Calm/Anxious,"3, Very calm | 2, Calm | 1, Slightly Calm | -1, Slightly anxious | -2, Anxious | -3, Very Anxious",,,,,,,,,,,,
asc_86,asc,,radio,"Comforted/Distressed ","3, Very Comforted | 2, Comforted | 1, Slightly comforted | -1, Slightly distressed | -2, Distressed | -3, Very Distressed",,,,,,,,,,,,
asc_87,asc,,radio,Connected/Disconnected,"3, Very connected | 2, Connected | 1, Slightly Connected | -1, Slightly Disconnected | -2, Disconnected | -3, Very disconnected",,,,,,,,,,,,
participant_ethnicity,demographics,,checkbox,"Ethnicity (please select all that apply)","1, Caucasian | 2, Latinx/Hispanic | 3, Middle Eastern | 4, African | 5, Caribbean | 6, South Asian | 7, East Asian | 8, Other",,,,,,,,,,,,
participant_ethnicity_other,demographics,,text,"Other (please describe)",,,,,,,"[participant_ethnicity(8)] = '1'",,,,,,
participant_student_financial_aid,demographics,,checkbox,"Do you receive any financial aid to pay for your studies? Please check all that apply.","1, Federal grants | 2, State grants | 3, University grants / funding | 4, Internal scholarships / fellowships | 5, External scholarships / fellowships | 6, Federal work-study | 7, Student loans | 8, Other",,,,,,"[participant_student] = '1'",,,,,,
participant_student_financial_aid_other,demographics,,text,"Other (please describe)",,,,,,,"[participant_student_financial_aid(8)] = '1'",,,,,,
participant_student_job,demographics,,yesno,"Do you have a job (on or off campus - includes paid teaching/research etc.)?",,,,,,,"[participant_student] = '1'",,,,,,
participant_student_job_description,demographics,,text,"What is your job?",,,,,,,"[participant_student_job] = '1'",,,,,,
participant_student_job_work_study,demographics,,yesno,"Is this job a part of a work/study program?",,,,,,,"[participant_student_job] = '1'",,,,,,
participant_student_job_income,demographics,,radio,"What is your estimated yearly income?","0, $0-$9,999 | 1, $10,000-$19,999 | 2, $20,000-$29,999 | 3, $30,000-$39,999 | 4, $40,000-$49,999 | 5, $50,000-$59,999 | 6, $60,000-$69,999 | 7, $70,000-$79,999 | 8, $80,000-$89,999 | 9, $90,000-$99,999 | 10, $100,000 or more",,,,,,"[participant_student_job] = '1'",,,,,,
participant_student_financial_responsibility_self,demographics,,radio,"How much of your expenses are you responsible for (this includes living costs, groceries, rent, tuition, and student loans that you will eventually pay back)?","0, I pay for none of my expenses | 1, I pay for some of my expenses | 2, I pay for half of my expenses | 3, I pay for most of my expenses | 4, I pay for all of my expenses",,,,,,"[participant_student] = '1'",,,,,,
participant_student_financial_responsibility_family,demographics,,radio,"Roughly what portion of your expenses is your family (including partner or extended family) responsible for (this includes living costs, groceries, rent, tuition, and student loans that your family will eventually pay back for you)?","0, My family pays for none of my expenses | 1, My family pays for some of my expenses | 2, My family pays for half of my expenses | 3, My family pays for most of my expenses | 4, My family pays for all of my expenses",,,,,,"[participant_student] = '1'",,,,,,
participant_occupation,demographics," ",text,"What is your occupation?",,,,,,,"[participant_student] = '0'",,,,,,
participant_employed,demographics,,yesno,"Are you currently employed?",,,,,,,"[participant_student] = '0'",,,,,,
participant_income,demographics,,radio,"What is your estimated yearly income?","0, Less than $9,999 | 1, $10,000-$19,999 | 2, $20,000-$29,999 | 3, $30,000-$39,999 | 4, $40,000-$59,999 | 5, $60,000-$79,999 | 6, $80,000-$99,999 | 7, $100,000-$149,999 | 8, $150,000-$199,999 | 9, $200,000-$249,999 | 10, $250,000 or more",,,,,,"[participant_student] = '0'",,,,,,
participant_household_income,demographics,,radio,"What is your estimated household income?","0, Less than $9,999 | 1, $10,000-$19,999 | 2, $20,000-$29,999 | 3, $30,000-$39,999 | 4, $40,000-$59,999 | 5, $60,000-$79,999 | 6, $80,000-$99,999 | 7, $100,000-$149,999 | 8, $150,000-$199,999 | 9, $200,000-$249,999 | 10, $250,000 or more",,,,,,"[participant_student] = '0'",,,,,,
participant_dependents,demographics,,radio,"How many dependents is your household responsible for?","0, None | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 or more",,,,,,"[participant_student] = '0'",,,,,,
participant_commitments,demographics," ",checkbox,"What commitments do you have? (Please check all that apply) ","0, Volunteer work | 1, Caring for child(ren) | 2, Caring for parent(s) | 3, Caring for another individual | 4, Teaching or tutoring | 5, Religious or spiritual commitments | 6, Other",,,,,,,,,,,,
participant_commitments_other,demographics,,text,"Other (please describe)",,,,,,,"[participant_commitments(7)] = '1'",,,,,,
subjective_social_status_ladder,demographics," ",descriptive,"Think of this ladder as representing where people stand in the United States. At the top of the ladder are the people who are the best off - those who have the most money, the most education, and the most respected jobs. At the bottom are the people who are the worst off - those who have the least money, least education, the least respected jobs, or no job. The higher up you are on this ladder, the closer you are to the people at the very top; the lower you are, the closer you are to the people at the very bottom.",,,,,,,,,,,,,
subjective_social_status,demographics,,dropdown,"Where would you place yourself on this ladder?

Please select the rung where you think you stand at this time in your life relative to other people in the United States. ","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,,,,,,,
subjective_social_status_ladder_community,demographics," ",descriptive,"Think of this ladder as representing where people stand in their communities.​ 

People define community in different ways; please define it in whatever way is most meaningful to you. At the ​top​ of the ladder are people who have the highest standing in their community. At the ​bottom​ are the people who have the lowest standing in their community. ",,,,,,,"[participant_student_ucla] = '0'",,,,,,
subjective_social_status_community,demographics,,dropdown,"Where would you place yourself on this ladder?

Please select the rung where you think you stand at this time in your life relative to other people in your community.","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[participant_student_ucla] = '0'",,,,,,
subjective_social_status_ladder_ucla,demographics," ",descriptive,"Think of this ladder as representing where people stand at UCLA.

At the ​top​ of the ladder are people who have the highest standing at UCLA. At the ​bottom​ are the people who have the lowest standing at UCLA.",,,,,,,"[participant_student_ucla] = '1'",,,,,,
subjective_social_status_ucla,demographics,,dropdown,"Where would you place yourself on this ladder?

Please select the rung where you think you stand at this time in your life relative to other people at UCLA.","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[participant_student_ucla] = '1'",,,,,,
participant_basic_needs,demographics," ",checkbox,"Do you utilize any resources to meet your basic needs? 

(Please check all that apply) ","1, Supplemental nutrition assistance program (SNAP) | 2, Other food aid program | 3, Medicaid | 4, Subsidized housing, housing vouchers, or public housing program | 5, Welfare or temporary assistance for needy families (TANF) | 6, Supplemental security income (SSI) | 7, Other",,,,,,,,,,,,
participant_basic_needs_other,demographics,,text,"Other (please describe)",,,,,,,"[participant_basic_needs(7)] = '1'",,,,,,
mspss_1,mspss," We are interested in how you feel about the following statements. Read each statement carefully. Indicate how you feel about each statement.
",radio,"There is a special person who is around when I am in need.","-3, Very strongly disagree | -2, Strongly disagree | -1, Mildly disagree | 0, Neutral | 1, Mildly agree | 2, Strongly agree | 3, Very strongly agree",,,,,,,,,,mspss_matrix_1,,
mspss_2,mspss,,radio,"There is a special person with whom I can share my joys and sorrows.","-3, Very strongly disagree | -2, Strongly disagree | -1, Mildly disagree | 0, Neutral | 1, Mildly agree | 2, Strongly agree | 3, Very strongly agree",,,,,,,,,,mspss_matrix_1,,
mspss_3,mspss,,radio,"My family really tries to help me.","-3, Very strongly disagree | -2, Strongly disagree | -1, Mildly disagree | 0, Neutral | 1, Mildly agree | 2, Strongly agree | 3, Very strongly agree",,,,,,,,,,mspss_matrix_1,,
mspss_4,mspss,,radio,"I get the emotional help and support I need from my family.","-3, Very strongly disagree | -2, Strongly disagree | -1, Mildly disagree | 0, Neutral | 1, Mildly agree | 2, Strongly agree | 3, Very strongly agree",,,,,,,,,,mspss_matrix_1,,
mspss_5,mspss,,radio,"I have a special person who is a real source of comfort to me.","-3, Very strongly disagree | -2, Strongly disagree | -1, Mildly disagree | 0, Neutral | 1, Mildly agree | 2, Strongly agree | 3, Very strongly agree",,,,,,,,,,mspss_matrix_1,,
mspss_6,mspss,,radio,"My friends really try to help me.","-3, Very strongly disagree | -2, Strongly disagree | -1, Mildly disagree | 0, Neutral | 1, Mildly agree | 2, Strongly agree | 3, Very strongly agree",,,,,,,,,,mspss_matrix_1,,
mspss_7,mspss,,radio,"I can count on my friends when things go wrong.","-3, Very strongly disagree | -2, Strongly disagree | -1, Mildly disagree | 0, Neutral | 1, Mildly agree | 2, Strongly agree | 3, Very strongly agree",,,,,,,,,,mspss_matrix_1,,
mspss_8,mspss,,radio,"I can talk about my problems with my family.","-3, Very strongly disagree | -2, Strongly disagree | -1, Mildly disagree | 0, Neutral | 1, Mildly agree | 2, Strongly agree | 3, Very strongly agree",,,,,,,,,,mspss_matrix_1,,
mspss_9,mspss,,radio,"I have friends with whom I can share my joys and sorrows.","-3, Very strongly disagree | -2, Strongly disagree | -1, Mildly disagree | 0, Neutral | 1, Mildly agree | 2, Strongly agree | 3, Very strongly agree",,,,,,,,,,mspss_matrix_1,,
mspss_10,mspss,,radio,"There is a special person in my life who cares about my feelings.","-3, Very strongly disagree | -2, Strongly disagree | -1, Mildly disagree | 0, Neutral | 1, Mildly agree | 2, Strongly agree | 3, Very strongly agree",,,,,,,,,,mspss_matrix_1,,
mspss_11,mspss,,radio,"To ensure that you are giving this study your complete attentiveness, please select ""Strongly Agree""","-3, Very strongly disagree | -2, Strongly disagree | -1, Mildly disagree | 0, Neutral | 1, Mildly agree | 2, Strongly agree | 3, Very strongly agree",,,,,,,,,,mspss_matrix_1,,
mspss_12,mspss,,radio,"My family is willing to help me make decisions.","-3, Very strongly disagree | -2, Strongly disagree | -1, Mildly disagree | 0, Neutral | 1, Mildly agree | 2, Strongly agree | 3, Very strongly agree",,,,,,,,,,mspss_matrix_1,,
mspss_13,mspss,,radio,"I can talk about my problems with my friends.","-3, Very strongly disagree | -2, Strongly disagree | -1, Mildly disagree | 0, Neutral | 1, Mildly agree | 2, Strongly agree | 3, Very strongly agree",,,,,,,,,,mspss_matrix_1,,
ipaq_intro,ipaq,,descriptive,"We are interested in finding out about the kinds of physical activities you do as part of your everyday life. We will be asking you about the time you spent being physically active in a typical week BEFORE Covid-19 and in a most recent week DURING Covid-19. 

Think about all the vigorous and moderate activities you did in those two periods of time. Vigorous physical activities refer to activities that take hard physical effort and make you breathe much harder than normal. Moderate activities refer to activities that take moderate physical effort and make you breathe somewhat harder than normal. ",,,,,,,,,,,,,
ipaq_sec_1,ipaq," ",descriptive,"Part 1: Job-Related Physical Activity

This first section is about your work. This includes paid jobs, farming, volunteer work, course work, and any other unpaid work that you did. Do not include unpaid work you might do around your home, like housework, yard work, general maintenance, and caring for your family. These are asked in Part 3.",,,,,,,,,,,,,
ipaq_1_current,ipaq,,yesno,"CURRENTLY: do you have a job or do any unpaid work?",,,,,,,,,,,,,
ipaq_2_current,ipaq,,yesno,"During the last 7 days, did you do any vigorous physical activities like heavy lifting, digging, heavy construction, or climbing up stairs as part of your work? 

Think about only those physical activities that you did for at least 10 minutes at a time.",,,,,,,"[ipaq_1_current] = '1'",,,,,,
ipaq_2_a_current,ipaq,,text,"During the last 7 days, on how many days did you do these vigorous job-related physical activities?",,,,,,,[ipaq_2_current]='1',,,,,,
